fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,mosaic,mixup,copy_paste
0.5064,0.01,0.01,0.937,0.0005,3.0,0.8,0.2,0.5,0.015,0.7,0.4,0.0,0.1,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0
0.4799,0.01053,0.0104,0.79082,0.00038,3.36522,0.81714,0.15766,0.67251,0.01775,0.73809,0.4,0.0,0.08809,0.66278,0.0,0.0,0.0,0.49608,0.99308,0.0,0.0
0.51792,0.00925,0.01,0.92432,0.00051,3.22944,0.79514,0.2,0.5,0.01531,0.66802,0.37847,0.0,0.10166,0.5,0.0,0.0,0.0,0.49073,1.0,0.0,0.0
0.48847,0.01105,0.01,0.98,0.00044,3.22944,0.79514,0.2,0.50819,0.01097,0.61094,0.49472,0.0,0.11115,0.5,0.0,0.0,0.0,0.3992,0.97297,0.0,0.0
0.51098,0.00801,0.01,0.77593,0.00055,3.03427,0.83003,0.2,0.62815,0.01669,0.77713,0.37847,0.0,0.0936,0.5,0.0,0.0,0.0,0.49073,0.88858,0.0,0.0
0.45618,0.01048,0.01,0.98,0.00044,3.09335,0.82475,0.18725,0.52751,0.01097,0.61094,0.49472,0.0,0.11115,0.52129,0.0,0.0,0.0,0.40447,1.0,0.0,0.0
0.47305,0.01166,0.01,0.98,0.00042,3.25647,0.76899,0.19688,0.50819,0.01189,0.62915,0.50072,0.0,0.11326,0.47174,0.0,0.0,0.0,0.39903,0.97297,0.0,0.0
0.50586,0.00747,0.01,0.74751,0.0005,3.19189,0.8786,0.2,0.69086,0.01731,0.79782,0.40502,0.0,0.08596,0.53511,0.0,0.0,0.0,0.48712,0.88858,0.0,0.0
0.50536,0.00956,0.01,0.90127,0.00051,3.27822,0.83654,0.2,0.5331,0.01531,0.66802,0.34353,0.0,0.08739,0.51044,0.0,0.0,0.0,0.48758,1.0,0.0,0.0
0.49992,0.00976,0.01,0.937,0.00064,3.42737,0.8,0.2,0.56328,0.01415,0.73054,0.36484,0.0,0.1,0.47257,0.0,0.0,0.0,0.50303,0.92456,0.0,0.0
0.46759,0.01004,0.0103,0.72411,0.00051,3.13532,0.79612,0.1728,0.52887,0.01268,0.6885,0.34974,0.0,0.09048,0.44256,0.0,0.0,0.0,0.51426,1.0,0.0,0.0
0.50149,0.00937,0.01035,0.83169,0.00056,3.22944,0.69448,0.2,0.40875,0.01472,0.57518,0.33248,0.0,0.11759,0.5,0.0,0.0,0.0,0.49332,0.96843,0.0,0.0
0.48808,0.00987,0.01,0.98,0.00051,3.25896,0.79514,0.2,0.5,0.01531,0.71878,0.37207,0.0,0.09591,0.45795,0.0,0.0,0.0,0.50224,0.99275,0.0,0.0
0.53637,0.00774,0.01,0.90785,0.00039,3.22944,0.73116,0.1764,0.40738,0.01583,0.65802,0.39935,0.0,0.10472,0.50754,0.0,0.0,0.0,0.48085,1.0,0.0,0.0
0.48337,0.01076,0.01,0.97611,0.00057,3.22944,0.82373,0.2,0.37518,0.01684,0.82504,0.42457,0.0,0.11397,0.40946,0.0,0.0,0.0,0.41599,1.0,0.0,0.0
0.53581,0.00772,0.01,0.90807,0.00039,3.24166,0.7298,0.1764,0.40667,0.01583,0.65907,0.40035,0.0,0.1047,0.50669,0.0,0.0,0.0,0.48085,1.0,0.0,0.0
0.52988,0.00774,0.01005,0.86068,0.00039,2.9754,0.76689,0.1764,0.38383,0.01493,0.65802,0.40713,0.0,0.10277,0.54228,0.0,0.0,0.0,0.48085,1.0,0.0,0.0
0.4839,0.00868,0.01,0.84887,0.00039,2.78806,0.81939,0.19783,0.35691,0.01583,0.6175,0.39937,0.0,0.11176,0.55238,0.0,0.0,0.0,0.58612,1.0,0.0,0.0
0.52789,0.00804,0.01044,0.87399,0.00035,3.31708,0.71127,0.17575,0.39188,0.01656,0.69465,0.36618,0.0,0.1068,0.51407,0.0,0.0,0.0,0.47223,0.95822,0.0,0.0
0.51291,0.0066,0.01,0.6,0.00044,3.49165,0.89118,0.2,0.49879,0.01853,0.76552,0.55823,0.0,0.10472,0.44443,0.0,0.0,0.0,0.48085,1.0,0.0,0.0
0.48746,0.00774,0.01,0.98,0.00037,2.80279,0.78617,0.18627,0.39333,0.01583,0.74523,0.39935,0.0,0.09696,0.50754,0.0,0.0,0.0,0.55591,0.92105,0.0,0.0
0.48805,0.00928,0.01005,0.84074,0.0004,3.06085,0.77971,0.14954,0.34854,0.01465,0.5959,0.39204,0.0,0.08742,0.48178,0.0,0.0,0.0,0.41793,0.90569,0.0,0.0
0.49476,0.00817,0.01,0.98,0.00033,2.29237,0.73116,0.1764,0.39811,0.01588,0.67875,0.36586,0.0,0.09314,0.50754,0.0,0.0,0.0,0.4435,0.96922,0.0,0.0
0.48927,0.01119,0.01027,0.94348,0.00039,3.24166,0.79804,0.2,0.34261,0.01484,0.65012,0.49608,0.0,0.1175,0.44387,0.0,0.0,0.0,0.48085,0.97917,0.0,0.0
0.51898,0.00744,0.01073,0.69676,0.00037,2.97131,0.7659,0.15196,0.31927,0.0141,0.51057,0.38207,0.0,0.10463,0.50754,0.0,0.0,0.0,0.48793,1.0,0.0,0.0
0.4913,0.00853,0.01005,0.98,0.00042,3.28684,0.5579,0.18281,0.40667,0.0151,0.65907,0.40035,0.0,0.1047,0.45889,0.0,0.0,0.0,0.25773,1.0,0.0,0.0
0.54113,0.00517,0.01,0.98,0.00037,2.92794,0.81771,0.1659,0.40667,0.0163,0.57216,0.27083,0.0,0.07054,0.54511,0.0,0.0,0.0,0.48085,1.0,0.0,0.0
0.5724,0.00557,0.01,0.93415,0.00037,2.6263,0.73047,0.1659,0.40667,0.01762,0.63868,0.2897,0.0,0.08157,0.52648,0.0,0.0,0.0,0.47255,0.88442,0.0,0.0
0.56458,0.00556,0.01,0.89479,0.00037,2.71476,0.72208,0.1693,0.40746,0.01744,0.64378,0.29579,0.0,0.08287,0.51344,0.0,0.0,0.0,0.47255,0.85597,0.0,0.0
0.57479,0.00583,0.01,0.93415,0.00035,2.83932,0.74708,0.15964,0.40667,0.01687,0.63231,0.26065,0.0,0.08157,0.52648,0.0,0.0,0.0,0.48439,0.84377,0.0,0.0
0.56393,0.00564,0.01,0.955,0.00037,2.60101,0.73047,0.17085,0.42733,0.01792,0.56914,0.27885,0.0,0.08685,0.52648,0.0,0.0,0.0,0.48617,0.87809,0.0,0.0
0.49987,0.00628,0.01125,0.61686,0.00035,2.83932,0.71605,0.15964,0.28181,0.02024,0.81482,0.30147,0.0,0.08747,0.52648,0.0,0.0,0.0,0.52595,0.84377,0.0,0.0
0.53671,0.00519,0.01,0.81255,0.00031,1.98285,0.92815,0.2,0.34469,0.01762,0.65042,0.28099,0.0,0.09643,0.73459,0.0,0.0,0.0,0.6552,0.78157,0.0,0.0
0.57736,0.00552,0.01,0.89582,0.00037,2.61479,0.72869,0.16729,0.3869,0.01778,0.6668,0.30576,0.0,0.0825,0.51344,0.0,0.0,0.0,0.48443,0.85597,0.0,0.0
0.57132,0.00534,0.01057,0.92521,0.00038,2.61479,0.69856,0.16729,0.40852,0.01778,0.67724,0.28218,0.0,0.08874,0.51344,0.0,0.0,0.0,0.52531,0.85597,0.0,0.0
0.56698,0.00581,0.01,0.92764,0.00035,2.80509,0.7469,0.15756,0.40876,0.01676,0.64275,0.25924,0.0,0.08175,0.52648,0.0,0.0,0.0,0.48924,0.85385,0.0,0.0
0.56368,0.00579,0.01,0.73789,0.00037,2.54967,0.72869,0.16729,0.3869,0.01778,0.60802,0.28535,0.0,0.07578,0.45207,0.0,0.0,0.0,0.47333,0.85597,0.0,0.0
0.57113,0.00552,0.01,0.91246,0.00028,2.43487,0.81172,0.17995,0.38227,0.01896,0.6668,0.30829,0.0,0.08684,0.51344,0.0,0.0,0.0,0.49346,0.85597,0.0,0.0
0.58926,0.00434,0.01146,0.83744,0.0004,2.27402,0.93792,0.16729,0.53557,0.01791,0.6668,0.30577,0.0,0.06422,0.51344,0.0,0.0,0.0,0.50842,0.69032,0.0,0.0
0.582,0.00434,0.01126,0.75982,0.00035,2.33266,0.93792,0.16514,0.50201,0.01791,0.65458,0.31146,0.0,0.06328,0.54415,0.0,0.0,0.0,0.50842,0.69032,0.0,0.0
0.58183,0.00454,0.01147,0.90589,0.00039,2.27402,0.95,0.1732,0.53557,0.01791,0.61588,0.31486,0.0,0.06097,0.5028,0.0,0.0,0.0,0.45011,0.69032,0.0,0.0
0.58327,0.00454,0.01147,0.95256,0.00038,2.27402,0.85862,0.1732,0.49211,0.01596,0.60119,0.3368,0.0,0.06696,0.5028,0.0,0.0,0.0,0.43714,0.71002,0.0,0.0
0.55035,0.00585,0.01501,0.96296,0.0004,2.35271,0.95,0.16729,0.53557,0.02357,0.72265,0.28097,0.0,0.06422,0.49893,0.0,0.0,0.0,0.50842,0.84825,0.0,0.0
0.59927,0.00342,0.01014,0.83744,0.00038,2.13932,0.95,0.18441,0.53557,0.02074,0.67692,0.24446,0.0,0.06251,0.51223,0.0,0.0,0.0,0.62036,0.69032,0.0,0.0
0.58226,0.00498,0.01106,0.75967,0.00048,2.71547,0.76552,0.17443,0.45313,0.01942,0.6668,0.27597,0.0,0.0649,0.51344,0.0,0.0,0.0,0.39776,0.7505,0.0,0.0
0.59203,0.00452,0.01048,0.95595,0.00034,2.20815,0.79071,0.13097,0.44587,0.01596,0.63444,0.34201,0.0,0.05272,0.5028,0.0,0.0,0.0,0.37032,0.6589,0.0,0.0
0.6033,0.00342,0.01,0.68439,0.00041,2.16166,0.76918,0.18441,0.44841,0.02083,0.57075,0.24446,0.0,0.07656,0.4651,0.0,0.0,0.0,0.60126,0.76075,0.0,0.0
0.59722,0.00314,0.01014,0.73074,0.0004,2.20089,0.95,0.18449,0.5573,0.0221,0.68832,0.24706,0.0,0.06119,0.48828,0.0,0.0,0.0,0.66009,0.69032,0.0,0.0
0.60231,0.00314,0.01023,0.72876,0.0004,2.19039,0.94355,0.18643,0.56246,0.02184,0.68045,0.24423,0.0,0.06119,0.48548,0.0,0.0,0.0,0.67215,0.7109,0.0,0.0
0.60991,0.00309,0.01043,0.72109,0.00041,2.16051,0.95,0.18972,0.56036,0.02197,0.68134,0.24403,0.0,0.06139,0.46779,0.0,0.0,0.0,0.67215,0.7109,0.0,0.0
